180316 134230.720|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to E:\PC2\Others\pc2Client\bin\logs directory.
180316 134230.720|INFO|AWT-EventQueue-0|info|
180316 134230.720|INFO|AWT-EventQueue-0|info|Version 9.5.3 20180207 (Wednesday, February 7th 2018 04:25 UTC) Java ver 1.8.0_101 build 4653 Windows 10 10.0 (amd64) 
180316 134230.720|INFO|AWT-EventQueue-0|info|Login: team397 (aka team397)
180316 134230.720|INFO|AWT-EventQueue-0|startLog|Working directory is E:\PC2\Others\pc2Client\bin
180316 134230.736|INFO|AWT-EventQueue-0|startLog|Process id is 2288@NguyenManhSon
180316 134230.736|INFO|AWT-EventQueue-0|info|Contacting server at 203.162.88.119:50002 as TEAM397 @ site 0
180316 134230.736|INFO|AWT-EventQueue-0|info|sendLoginRequest start - sending from TEAM397 @ site 0
180316 134230.736|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #1 TEAM397 @ site 0 -> SERVER0 @ site 0
180316 134230.736|INFO|Thread-4|run|send(Serializable)
180316 134230.736|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #1 TEAM397 @ site 0 -> SERVER0 @ site 0
180316 134230.736|INFO|AWT-EventQueue-0|info|sendLoginRequest end - packet sent.
180316 134231.063|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
180316 134231.141|INFO|Thread-5|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #8954 SERVER0 @ site 1 -> TEAM397 @ site 1
180316 134231.141|INFO|Thread-5|dumpPacket|Packet LOGIN_SUCCESS (Seq #8954 ) recieveObject
180316 134231.157|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--3335807939675924251)
180316 134231.157|INFO|Thread-5|dumpPacket|    To: TEAM397 @ site 1
180316 134231.157|INFO|Thread-5|dumpPacket|   key: ACCOUNT_ARRAY is: [Ledu.csus.ecs.pc2.core.model.Account; [Ledu.csus.ecs.pc2.core.model.Account;@65418092
180316 134231.157|INFO|Thread-5|dumpPacket|   key: GENERAL_PROBLEM is: edu.csus.ecs.pc2.core.model.Problem General
180316 134231.157|INFO|Thread-5|dumpPacket|   key: PROBLEM_DATA_FILES is: [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles; [Ledu.csus.ecs.pc2.core.model.ProblemDataFiles;@6b86624a
180316 134231.157|INFO|Thread-5|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@6fb9ebe2
180316 134231.157|INFO|Thread-5|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1521182551705,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2018,MONTH=2,WEEK_OF_YEAR=11,WEEK_OF_MONTH=3,DAY_OF_MONTH=16,DAY_OF_YEAR=75,DAY_OF_WEEK=6,DAY_OF_WEEK_IN_MONTH=3,AM_PM=0,HOUR=6,HOUR_OF_DAY=6,MINUTE=42,SECOND=31,MILLISECOND=705,ZONE_OFFSET=0,DST_OFFSET=0]
180316 134231.157|INFO|Thread-5|dumpPacket|   key: LANGUAGE_LIST is: [Ledu.csus.ecs.pc2.core.model.Language; [Ledu.csus.ecs.pc2.core.model.Language;@2abb6871
180316 134231.157|INFO|Thread-5|dumpPacket|   key: PROFILE is: edu.csus.ecs.pc2.core.model.Profile Default-1570516505969726212
180316 134231.157|INFO|Thread-5|dumpPacket|   key: BALLOON_SETTINGS_LIST is: [Ledu.csus.ecs.pc2.core.model.BalloonSettings; [Ledu.csus.ecs.pc2.core.model.BalloonSettings;@431738a4
180316 134231.157|INFO|Thread-5|dumpPacket|   key: REMOTE_LOGGED_IN_USERS is: [Ledu.csus.ecs.pc2.core.model.ClientId; [Ledu.csus.ecs.pc2.core.model.ClientId;@1bdb86be
180316 134231.157|INFO|Thread-5|dumpPacket|   key: CLARIFICATION_LIST is: [Ledu.csus.ecs.pc2.core.model.Clarification; [Ledu.csus.ecs.pc2.core.model.Clarification;@3b9d88dc
180316 134231.157|INFO|Thread-5|dumpPacket|   key: PROBLEM_LIST is: [Ledu.csus.ecs.pc2.core.model.Problem; [Ledu.csus.ecs.pc2.core.model.Problem;@4a94973e
180316 134231.157|INFO|Thread-5|dumpPacket|   key: CONTEST_IDENTIFIER is: java.lang.String Default--3335807939675924251
180316 134231.157|INFO|Thread-5|dumpPacket|   key: CATEGORY_LIST is: [Ledu.csus.ecs.pc2.core.model.Category; [Ledu.csus.ecs.pc2.core.model.Category;@303c44d0
